services,date,time,ride_status,source,destination,duration,ride_id,distance,ride_charge,misc_charge,total_fare,payment_method
parcel,2024-08-06,02:50:58.658424,completed,Madiwala Quadrant,Kodigehalli Woods,114,RD3985823573138797,2.13,385.53,40.07,425.59999999999997,Amazon Pay
cab economy,2024-06-24,16:19:41.658424,completed,RT Nagar Complex,Kudlu Gate Quadrant,118,RD1616741236318225,30.98,852.29,25.88,878.17,QR scan
auto,2024-06-27,13:36:31.658424,completed,Hulimavu Esplanade,Kudlu Village,74,RD1185845845995334,30.61,249.81,14.61,264.42,Amazon Pay
auto,2024-07-18,14:15:39.658424,completed,Shivaji Nagar Zone,Pai Layout Plaza,33,RD8162458107627645,26.37,784.24,27.88,812.12,QR scan
parcel,2024-07-17,11:43:43.658424,cancelled,Kanaka Nagar 5th Block,Nelamangala Landing,59,RD9864584776011994,13.12,,,,nan
bike lite,2024-07-07,14:24:56.658424,completed,Kothaguda Colony,Koramangala 6th Stage,107,RD1214509964171761,25.18,312.13,41.0,353.13,Paytm
parcel,2024-08-15,14:58:24.658424,completed,Jakkur Layout,Peenya Cove,70,RD3536727196311790,40.99,287.07,10.58,297.65,Paytm
auto,2024-07-14,22:07:22.658424,completed,Avalahalli Fork,Basaveshwaranagar Promenade,21,RD0400927924111328,30.06,420.23,22.29,442.52000000000004,Amazon Pay
bike,2024-07-24,18:44:03.658424,completed,Benniganahalli Landing,Horamavu Agara Alley,19,RD7151305682641714,18.75,452.48,4.82,457.3,GPay
cab economy,2024-08-14,11:53:30.658424,completed,Kundalahalli Woods,HSR Layout Quarry,16,RD0112866199308397,45.97,431.13,26.48,457.61,Paytm
parcel,2024-07-13,10:13:21.658424,completed,KR Puram 2nd Block,Horamavu Banaswadi Quay,83,RD0424453672239572,6.99,764.19,45.68,809.87,QR scan
cab economy,2024-07-19,15:30:02.658424,completed,Chikkalasandra Terrace,Agara Landing,119,RD0951352241225540,48.87,272.61,3.63,276.24,QR scan
parcel,2024-07-14,04:46:53.658424,completed,Rachenahalli Cut,Doddanekundi Colony,74,RD0749614730101605,46.89,822.09,1.22,823.3100000000001,Paytm
auto,2024-08-15,23:20:04.658424,completed,Koramangala Fork,Dasarahalli Run,36,RD0240491590911428,39.73,460.23,24.4,484.63,GPay
cab economy,2024-06-21,13:55:03.658424,completed,Rachenahalli Quay,Koramangala 8th Block 3rd Block,116,RD1493781750197951,15.81,233.45,42.0,275.45,QR scan
bike,2024-07-05,19:18:56.658424,completed,Sonnenahalli Fork,Kasturi Nagar Area,83,RD6632151807212873,23.72,914.86,21.07,935.9300000000001,GPay
auto,2024-06-18,16:33:44.658424,completed,Koramangala 4th Block 5th Block,Avalahalli Side,90,RD9502679199307553,30.85,926.89,37.25,964.14,QR scan
bike,2024-07-02,18:13:11.658424,completed,Varthur View,Kanaka Nagar 6th Stage,29,RD4569993288575156,16.83,570.68,45.21,615.89,QR scan
bike,2024-07-18,12:30:50.658424,completed,Horamavu Banaswadi Court,Malleshwaram Hills,58,RD2766680005640774,28.96,234.93,29.17,264.1,GPay
parcel,2024-08-10,17:30:33.658424,completed,Kaggalipura 2nd Stage,Mahadevapura Trail,30,RD0210108797022214,13.78,99.27,21.59,120.86,Amazon Pay
cab economy,2024-07-02,06:07:24.658424,completed,Koramangala 6th Block Park,Vidyaranyapura Township,20,RD8780221246473338,31.17,552.29,19.63,571.92,GPay
cab economy,2024-07-29,05:43:24.658424,cancelled,Harohalli Estate,Shivaji Nagar Quarters,64,RD3734613408947111,6.81,,,,nan
cab economy,2024-08-03,16:24:50.658424,completed,Nandini Layout Pass,Rajarajeshwari Nagar Drive,51,RD0289272525293757,7.84,64.93,30.98,95.91000000000001,Paytm
auto,2024-06-27,09:40:21.658424,completed,Seshadripuram Loop,Vidyaranyapura Dam,88,RD6394876597306402,27.53,843.02,48.47,891.49,Paytm
parcel,2024-08-15,12:25:29.658424,completed,ITI Layout Arcade,Sanjay Nagar Area,107,RD7470359830700678,39.32,824.04,42.23,866.27,Paytm
auto,2024-06-21,21:40:23.658424,completed,Gottigere Quadrant,Begur Run,113,RD7760764097994134,31.26,974.31,25.93,1000.2399999999999,Amazon Pay
cab economy,2024-08-07,22:56:28.658424,completed,Nayandahalli Quarry,Kothanur Harbor,35,RD5436164373469833,46.76,514.87,48.89,563.76,QR scan
cab economy,2024-06-28,15:26:19.658424,completed,Hebbal Kempapura Road,Kudlu Gate Fields,34,RD2527692829006286,4.02,816.88,3.53,820.41,GPay
bike,2024-07-01,08:56:44.658424,completed,Bhuvaneshwari Nagar Layout,Koramangala 8th Block Arcade,117,RD6321619585155315,33.56,142.64,18.06,160.7,GPay
parcel,2024-08-16,22:34:42.658424,completed,Banerghatta Road Viewpoint,Munnekollal Arc,63,RD1516299565523543,20.31,746.77,20.96,767.73,QR scan
auto,2024-07-18,04:33:53.658424,completed,Mahalakshmi Layout Pointe,Kaval Byrasandra Cove,65,RD0059007515849025,18.23,289.19,37.38,326.57,GPay
auto,2024-07-12,01:16:01.658424,completed,Anjanapura Close,Nagwara Harbor,118,RD0259001775713786,27.58,349.83,28.13,377.96,GPay
bike,2024-08-09,18:45:08.658424,completed,Seshadripuram Run,Hulimavu 4th Stage,94,RD9037962766283405,24.61,450.75,41.75,492.5,Paytm
parcel,2024-08-04,22:40:19.658424,completed,Koramangala 7th Block Summit,Sonnenahalli Track,38,RD6903787832936944,26.18,778.78,6.78,785.56,QR scan
parcel,2024-08-13,14:24:42.658424,completed,Doddaballapur 2nd Block,Doddakannelli Square,112,RD2832423867008903,34.46,618.24,17.69,635.9300000000001,Amazon Pay
parcel,2024-07-04,18:50:35.658424,completed,Mysore Road Summit,Hosur Road Side,102,RD7449306125870817,41.6,757.43,14.91,772.3399999999999,QR scan
parcel,2024-06-27,22:23:12.658424,completed,Agara Pass,Jakkasandra Village,46,RD3987419906509134,26.77,872.84,29.51,902.35,GPay
parcel,2024-06-29,09:50:43.658424,completed,Doddanekundi Vista,Sonnenahalli Court,99,RD2498398687237047,9.44,756.96,40.31,797.27,Amazon Pay
bike,2024-07-01,11:27:28.658424,completed,Kalena Agrahara Plaza,Koramangala Yard,50,RD7444912092398495,46.32,857.38,10.12,867.5,Amazon Pay
bike,2024-07-23,10:54:10.658424,completed,Srirampura Sector,Subbanna Palya Area,62,RD6927445881909507,5.55,94.39,37.65,132.04,Paytm
bike,2024-07-30,09:58:41.658424,completed,Begur 6th Stage,Jayanagar Bridge,93,RD9288363150648227,3.96,798.38,0.92,799.3,GPay
bike lite,2024-07-23,14:00:58.658424,completed,Hosur Road 5th Stage,Marathahalli Complex,46,RD7526272802347362,24.84,817.9,43.28,861.18,QR scan
auto,2024-07-01,03:21:12.658424,completed,Sanjay Nagar Farms,Madiwala Meadows,104,RD4823135448166580,49.41,438.93,37.21,476.14,GPay
auto,2024-08-05,23:06:35.658424,completed,Whitefield Boulevard,Agrahara Layout Works,25,RD1660651352838760,42.89,535.12,4.33,539.45,GPay
bike lite,2024-06-27,19:52:00.658424,completed,JP Nagar Complex,Yelahanka Estate,16,RD9508765369250255,11.07,521.63,47.74,569.37,Paytm
cab economy,2024-08-14,17:20:52.658424,completed,Kothnur Commons,Basaveshwaranagar 4th Block,100,RD9394414143335221,45.83,364.06,1.8,365.86,QR scan
parcel,2024-06-27,09:28:16.658424,cancelled,Yelahanka Works,Horamavu Agara Area,60,RD6637546670682933,25.37,,,,nan
parcel,2024-08-09,00:10:39.658424,completed,Hennur Dam,Electronic City Vista,13,RD1454085045936441,21.96,500.6,29.44,530.0400000000001,Amazon Pay
cab economy,2024-08-13,23:14:32.658424,completed,Ulsoor Esplanade,Banaswadi Sector,53,RD7079927844276613,18.77,106.48,17.92,124.4,Amazon Pay
bike,2024-07-16,09:16:05.658424,cancelled,Kothaguda Works,Yelahanka Yard,72,RD7941563996300061,18.27,,,,nan
parcel,2024-08-11,19:44:02.658424,completed,Horamavu Banaswadi 3rd Stage,Jalahalli 3rd Stage,32,RD0860049351618307,27.34,257.53,33.62,291.15,QR scan
parcel,2024-07-20,08:27:40.658424,completed,Billekahalli Passage,Magadi Road Meadows,23,RD0976816441201009,14.52,210.04,38.18,248.22,Amazon Pay
cab economy,2024-07-06,02:15:50.658424,completed,Giri Nagar Vista,Kalena Agrahara Cut,95,RD2459194594690231,23.04,481.73,31.46,513.19,Amazon Pay
bike lite,2024-07-14,18:14:28.658424,completed,Marathahalli Depot,Magadi Road Way,77,RD4821452936305863,5.03,848.53,25.44,873.97,GPay
bike lite,2024-07-28,03:26:55.658424,completed,Kudlu Gate 1st Stage,Marathahalli Court,64,RD5400255385952798,14.91,884.85,16.86,901.71,GPay
cab economy,2024-06-23,14:39:59.658424,completed,Anjanapura Estate,Hennur Road Garden,109,RD1786672331933025,30.93,193.87,17.93,211.8,GPay
cab economy,2024-06-18,19:34:12.658424,completed,VV Puram Place,Naganathapura 3rd Block,50,RD8243129828725260,37.99,346.76,25.58,372.34,GPay
bike,2024-08-04,17:32:02.658424,completed,Koramangala 7th Block 3rd Block,Bellandur Outer Ring Road View,42,RD7351094707715894,17.43,666.94,22.53,689.47,Paytm
bike,2024-07-12,03:52:21.658424,completed,Adugodi Colony,Chandra Layout Quarters,106,RD4389550545543633,47.07,554.76,21.66,576.42,QR scan
bike,2024-08-08,14:27:21.658424,completed,Kasavanahalli 6th Block,Kadubeesanahalli Township,111,RD5751461039542797,17.94,435.31,1.44,436.75,Amazon Pay
cab economy,2024-07-31,12:36:51.658424,completed,Kengeri Sector,Vidya Vihar 3rd Block,45,RD4625352338956604,25.93,262.86,43.55,306.41,Amazon Pay
parcel,2024-08-01,04:40:22.658424,completed,Dasarahalli Layout,Kalyan Nagar Enclave,13,RD1335427569422071,15.96,896.6,33.75,930.35,Amazon Pay
bike,2024-07-24,13:15:17.658424,completed,Dooravani Nagar Fields,BTM 2nd Stage Mews,44,RD7221704211057912,18.59,616.54,36.54,653.0799999999999,Paytm
parcel,2024-07-30,02:01:56.658424,completed,Chikkagubbi Farms,Chikka Banaswadi 3rd Stage,30,RD1091881423812676,20.38,389.74,1.96,391.7,GPay
cab economy,2024-07-08,17:36:59.658424,completed,Vidya Vihar Way,Chikkabellandur Court,66,RD4385986791308782,47.26,642.87,7.52,650.39,QR scan
bike,2024-07-02,03:06:31.658424,completed,Bagalur Pass,Horamavu Banaswadi Hills,58,RD4101892398877953,16.44,539.71,27.04,566.75,GPay
cab economy,2024-07-15,03:09:21.658424,completed,Koramangala Pointe,Horamavu Agara Plaza,36,RD4994361381727077,30.64,267.92,36.55,304.47,QR scan
parcel,2024-08-08,22:03:34.658424,completed,Seshadripuram Loop,Byatarayanapura Pointe,75,RD5773438505302449,33.43,734.79,37.64,772.43,Amazon Pay
parcel,2024-08-10,07:14:04.658424,completed,Hebbal Kempapura Cove,Benniganahalli Fields,10,RD2371033274513166,30.99,341.38,11.72,353.1,Amazon Pay
auto,2024-07-28,13:46:59.658424,completed,Ramamurthy Nagar Ridge,Hulimavu Meadows,81,RD3589519615202098,42.66,491.77,45.92,537.6899999999999,Amazon Pay
cab economy,2024-08-14,19:05:52.658424,completed,HSR Layout Fork,Tavarekere Court,86,RD5392829294170248,5.16,811.99,30.2,842.19,Amazon Pay
bike,2024-07-21,05:33:19.658424,cancelled,Chikkabellandur Park,Hosur Road Esplanade,33,RD1646152282269476,35.3,,,,nan
parcel,2024-07-07,15:15:10.658424,completed,Ramnagar 2nd Block,Dommasandra Dam,68,RD2848435846100843,1.05,895.83,8.26,904.09,Amazon Pay
bike lite,2024-07-03,21:04:01.658424,completed,Kalena Agrahara 1st Stage,Madivala Court,45,RD6359097028347491,49.74,693.2,46.16,739.36,QR scan
bike,2024-06-18,22:51:01.658424,completed,Koramangala 3rd Stage,Ramnagar Heights,101,RD5643934626506667,41.55,668.04,47.96,716.0,Amazon Pay
parcel,2024-08-11,05:39:53.658424,completed,Nagarbhavi 2nd Block,Hoodi Hills,14,RD5819249471294572,29.75,412.34,38.39,450.72999999999996,QR scan
parcel,2024-06-21,07:25:56.658424,completed,Chikkajala Cut,Chikkagubbi Side,46,RD0068311124481336,12.04,550.18,41.32,591.5,GPay
cab economy,2024-08-15,01:33:07.658424,completed,Kundalahalli Quay,Horamavu Agara Arcade,36,RD7938382930078492,7.63,974.38,33.44,1007.8199999999999,Amazon Pay
auto,2024-06-26,09:41:29.658424,completed,Kalyan Nagar 5th Block,Sahakar Nagar Crescent,42,RD1267252839638552,49.0,579.35,14.08,593.4300000000001,QR scan
bike,2024-07-07,19:44:42.658424,cancelled,Rachenahalli Extension,VV Puram Estate,35,RD6658959574667374,25.14,,,,nan
auto,2024-06-22,02:26:17.658424,completed,Nagarbhavi Landing,Vidya Vihar Complex,97,RD9654509388393969,26.31,183.32,22.78,206.1,QR scan
parcel,2024-08-09,10:25:21.658424,completed,Hennur Heights,Tavarekere Dam,80,RD1288154784684525,20.32,663.72,39.52,703.24,QR scan
bike lite,2024-07-20,07:05:11.658424,completed,Bhuvaneshwari Nagar 3rd Block,Chokkanahalli Landing,119,RD3223114956219071,26.1,961.95,31.76,993.71,Paytm
cab economy,2024-07-06,21:53:19.658424,completed,Frazer Town View,Gottigere Landing,108,RD9064577212472058,21.03,234.94,46.18,281.12,GPay
auto,2024-08-11,11:04:29.658424,completed,HRBR Layout 5th Block,Horamavu Banaswadi Quadrant,22,RD8520756504373456,37.69,705.87,5.15,711.02,Paytm
parcel,2024-06-23,11:39:43.658424,completed,Doddanekundi Cutting,Doddanekundi 6th Block,78,RD2607122686246761,19.81,399.77,16.05,415.82,Paytm
bike,2024-08-02,13:22:17.658424,completed,Jayanagar Farms,Bhadrappa Layout Meadows,62,RD1096365362845442,16.52,359.9,16.75,376.65,GPay
bike,2024-07-05,22:41:58.658424,completed,Bikasipura Quay,Kadubeesanahalli Enclave,63,RD0662412560445654,12.71,460.46,11.48,471.94,GPay
cab economy,2024-07-14,00:49:37.658424,cancelled,Subbanna Palya Quarters,Koramangala 4th Block Terrace,91,RD9988495408951163,10.52,,,,nan
cab economy,2024-06-25,19:27:05.658424,completed,Vijayanagar Quarters,Anjanapura Sector,42,RD1469127504839866,41.4,510.63,12.67,523.3,Amazon Pay
bike,2024-06-28,01:31:34.658424,completed,Nandini Layout Drive,Sarjapur Garden,60,RD8635026206473521,1.22,426.26,21.78,448.03999999999996,Paytm
bike,2024-06-28,22:08:31.658424,completed,Bagalur Sector,Attibele Township,80,RD4157353449282155,38.77,453.34,31.95,485.28999999999996,GPay
bike,2024-08-13,11:29:34.658424,completed,HRBR Layout Arcade,Kasturi Nagar Zone,85,RD5141330220435853,38.07,822.24,46.27,868.51,Paytm
auto,2024-06-19,10:41:25.658424,completed,Koramangala Farms,Rachenahalli Bridge,20,RD5883834645676865,39.94,661.8,2.35,664.15,GPay
cab economy,2024-07-03,02:30:52.658424,completed,Banaswadi Mews,HRBR Layout Track,118,RD7551034993755282,13.76,815.82,37.88,853.7,GPay
bike lite,2024-07-22,17:33:17.658424,completed,Amruthahalli Loop,Mahalakshmi Layout Layout,101,RD0376040736297186,4.31,422.6,20.11,442.71000000000004,Paytm
bike,2024-07-11,10:34:50.658424,completed,Madivala View,Ashok Nagar Works,92,RD1233761801362354,15.0,811.69,5.44,817.1300000000001,GPay
parcel,2024-08-14,13:08:49.658424,cancelled,Dodda Banaswadi Lane,Hosur Lane,95,RD3590556043259588,20.9,,,,nan
auto,2024-07-26,19:48:10.658424,completed,Agrahara Layout Quay,Kothanur Summit,38,RD9752613853091741,4.79,441.76,22.09,463.84999999999997,Amazon Pay
auto,2024-06-28,01:04:10.658424,completed,Nagwara Square,Koramangala 8th Block 4th Stage,41,RD8375439841464109,37.45,911.05,32.66,943.7099999999999,GPay
bike,2024-07-09,21:57:19.658424,completed,Hennur Road Boulevard,Koramangala Road,80,RD8651229060748824,18.21,619.54,9.94,629.48,Amazon Pay
parcel,2024-08-03,19:53:43.658424,completed,VV Puram Court,VV Puram Court,20,RD2108634459967544,32.79,182.2,49.92,232.12,Paytm
bike,2024-08-13,00:29:35.658424,completed,Gottigere Harbor,Srirampura Alcove,13,RD5444937257591431,33.93,442.86,32.6,475.46000000000004,Paytm
parcel,2024-07-08,17:19:18.658424,completed,Kothnur Lane,Nelamangala Ridge,50,RD4305398537925223,1.7,683.95,46.95,730.9000000000001,Paytm
auto,2024-07-04,18:18:56.658424,completed,Marathahalli Lane,Attibele 1st Stage,22,RD3280000220385636,48.44,768.35,47.35,815.7,GPay
bike,2024-07-13,18:07:36.658424,completed,Hennur Road Dam,Koramangala 7th Block Harbor,83,RD4154726100754615,44.91,262.45,15.35,277.8,QR scan
cab economy,2024-07-06,08:39:43.658424,completed,Balagere Nagar,Jakkur Cut,18,RD0038412824650685,34.64,642.53,42.3,684.8299999999999,Paytm
bike,2024-08-11,22:01:57.658424,completed,Chikkabellandur Drive,Jakkur 5th Stage,15,RD9809484290419500,29.13,845.71,10.56,856.27,GPay
cab economy,2024-07-31,10:19:23.658424,completed,Begur Crescent,Koramangala 6th Block Hills,48,RD5979096195921539,36.62,792.99,1.33,794.32,QR scan
bike,2024-07-08,11:33:49.658424,completed,Mahalakshmi Layout Cross,Kothanur Quarters,30,RD3401303040498957,27.31,298.89,16.94,315.83,Amazon Pay
parcel,2024-08-07,14:33:09.658424,cancelled,Billekahalli Bay,Banaswadi Cove,52,RD3538965013313710,32.84,,,,nan
parcel,2024-07-20,19:56:28.658424,completed,Koramangala Viewpoint,Malleshwaram Dam,27,RD3357538348821447,36.1,87.58,33.16,120.74,GPay
bike,2024-08-08,14:40:34.658424,completed,Bhuvaneshwari Nagar Drive,Frazer Town Works,88,RD2807318638484452,14.79,771.47,18.31,789.78,Amazon Pay
bike,2024-07-21,16:41:56.658424,completed,Nelamangala Park,Kothaguda Bridge,50,RD0417057235211002,7.23,135.51,9.08,144.59,GPay
auto,2024-08-07,16:50:53.658424,completed,Jakkur Esplanade,KR Puram Heights,19,RD2485734628306826,10.49,286.13,45.95,332.08,Paytm
auto,2024-07-15,08:23:25.658424,completed,Devarachikkanahalli Zone,Kalena Agrahara Passage,23,RD8248693832419262,10.94,210.21,5.42,215.63,QR scan
auto,2024-07-07,03:30:27.658424,completed,Gottigere Garden,Dommasandra Cove,106,RD4062030339477652,13.46,194.26,10.87,205.13,Paytm
auto,2024-08-14,05:50:33.658424,completed,Chikka Banaswadi Side,Banashankari Terrace,119,RD1861775998097062,22.33,582.86,41.34,624.2,Paytm
cab economy,2024-08-13,13:21:48.658424,completed,Kanaka Nagar District,Kasavanahalli Arc,23,RD7324644522360936,18.29,757.21,7.66,764.87,Paytm
auto,2024-07-09,21:42:44.658424,completed,Nelamangala Zone,Jalahalli Quarry,41,RD4876190808230688,18.22,771.05,48.05,819.0999999999999,QR scan
parcel,2024-06-28,02:29:38.658424,completed,Hulimavu Cut,Kudlu Boulevard,52,RD9659247696246436,6.73,642.0,2.34,644.34,Paytm
cab economy,2024-08-14,10:50:00.658424,completed,Vidyaranyapura Depot,Chikka Banaswadi Sector,75,RD2965802001963756,34.93,570.99,7.24,578.23,Paytm
bike lite,2024-08-02,05:34:28.658424,completed,Horamavu Works,Yelahanka New Town Park,52,RD0931276162144911,35.13,837.77,10.89,848.66,GPay
auto,2024-08-04,22:36:50.658424,completed,Devarachikkanahalli Side,Sonnenahalli 3rd Block,31,RD7942531658849447,16.81,628.08,42.76,670.84,Amazon Pay
bike lite,2024-06-28,12:23:52.658424,completed,Kodigehalli Heights,Bellandur Outer Ring Road Grove,100,RD1637370966282841,35.17,858.89,8.86,867.75,Paytm
parcel,2024-08-01,22:35:32.658424,completed,Electronic City Quarters,Sonnenahalli Passage,72,RD5316378819378272,28.76,431.63,9.49,441.12,Paytm
bike,2024-07-27,20:12:23.658424,completed,Kodigehalli 1st Stage,Chikkabellandur Quarters,85,RD3776914530378315,36.0,457.97,48.18,506.15000000000003,QR scan
bike,2024-07-08,17:30:00.658424,completed,Jalahalli Alley,Hulimavu Mews,73,RD6483979153354429,1.4,756.01,24.15,780.16,Paytm
bike,2024-07-08,11:17:02.658424,completed,Jayanagar Nagar,Horamavu Quadrant,70,RD6933735060015929,15.7,86.31,9.71,96.02000000000001,Paytm
cab economy,2024-07-14,17:32:35.658424,completed,Agrahara Layout Complex,Nagawara Alley,81,RD6819460555279226,24.51,63.85,3.27,67.12,Amazon Pay
cab economy,2024-08-04,20:05:07.658424,completed,Balagere Colony,Seshadripuram Cross,23,RD3935758338628774,7.07,201.85,44.02,245.87,GPay
cab economy,2024-07-22,14:47:41.658424,completed,Kadubeesanahalli Grove,Frazer Town Loop,63,RD2236274734081591,1.24,740.11,31.8,771.91,QR scan
bike,2024-08-06,04:50:35.658424,completed,Sonnenahalli Cove,Shivaji Nagar Boulevard,18,RD4478522336377046,28.74,170.67,36.38,207.04999999999998,Paytm
auto,2024-07-17,13:26:24.658424,completed,Hosur Sarjapur Road Layout 3rd Block,Subbanna Palya Depot,13,RD3811445579950988,30.44,971.85,5.39,977.24,GPay
cab economy,2024-08-09,04:50:26.658424,completed,Kothanur 5th Stage,Hosur Road Quarry,60,RD8980053546382457,28.97,226.18,39.99,266.17,GPay
bike,2024-08-10,18:09:27.658424,completed,KR Puram Close,Hosur 1st Stage,71,RD3829840067752369,43.64,611.96,6.86,618.82,Amazon Pay
bike,2024-07-17,12:22:40.658424,cancelled,Anjanapura Yard,Horamavu Agara Quay,10,RD8507601905868018,33.84,,,,nan
cab economy,2024-07-22,12:12:54.658424,completed,Seshadripuram Square,Gottigere Landing,54,RD4057811548094805,15.29,299.64,12.58,312.21999999999997,Amazon Pay
bike,2024-07-02,20:15:41.658424,completed,Agrahara Layout Passage,Agara Complex,41,RD8913206628194801,21.46,735.5,47.48,782.98,Amazon Pay
cab economy,2024-07-17,03:46:28.658424,completed,Begur Commons,Yelahanka Alcove,47,RD6123691589305257,17.73,830.68,19.26,849.9399999999999,QR scan
bike,2024-08-16,19:26:12.658424,completed,Pai Layout Nagar,Vasanth Nagar Cutting,49,RD9124954259379185,36.44,167.22,36.14,203.36,GPay
bike,2024-07-19,01:13:51.658424,cancelled,Koramangala 8th Block Valley,Koramangala Terrace,86,RD7595209511714972,41.31,,,,nan
cab economy,2024-07-01,14:32:30.658424,completed,Kumaraswamy Layout Sector,Bikasipura 5th Stage,77,RD4121078038933137,26.18,132.17,28.92,161.08999999999997,Amazon Pay
bike lite,2024-07-24,04:18:51.658424,completed,Chikkagubbi Colony,Sonnenahalli Estate,107,RD1320991224131089,46.27,142.72,17.17,159.89,Amazon Pay
bike,2024-06-28,10:17:10.658424,completed,Babusapalya 6th Stage,VV Puram Ridge,95,RD7443058263384375,35.66,888.86,2.04,890.9,QR scan
